sentiment,text,clean_text
negative,"Comparable operating profit for the quarter decreased from EUR510m while sales increased from EUR860m , as compared to the third quarter 2007 .",comparable operating profit for the quarter decreased from eurm while sales increased from eurm  as compared to the third quarter
negative,"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors .",earlier today  geberit s finnish rival uponor oyj cut its fullyear sales growth forecast to  pct from  pct  blaming tough conditions in germany and the us  as well as currency factors
positive,"In the fourth quarter of 2009 , Atria 's net loss shrank to EUR 1.2 million from EUR 5.9 million and net sales contracted to EUR 340.4 million from EUR 361.1 million .",in the fourth quarter of   atria s net loss shrank to eur  million from eur  million and net sales contracted to eur  million from eur  million
negative,"Operating loss totalled EUR 0.3 mn , down from a profit of EUR 5.1 mn in the first half of 2009 .",operating loss totalled eur  mn  down from a profit of eur  mn in the first half of
negative,"Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn .",operating loss totalled eur  mn  down from a profit of eur  mn
negative,"Pretax loss totaled EUR 1.2 mn , down from a profit of EUR 2.1 mn in 2004 .",pretax loss totaled eur  mn  down from a profit of eur  mn in
negative,"The group 's operating loss was EUR 0.8 mn , down from a profit of EUR 2.5 mn in 2004 .",the group s operating loss was eur  mn  down from a profit of eur  mn in
negative,"The Finnish national carrier said net loss in April through June was euro26 million , down from a net profit of euro13 million a year earlier .",the finnish national carrier said net loss in april through june was euro million  down from a net profit of euro million a year earlier
negative,"It generated an operating loss of EUR 96.3 mn , down from a profit of EUR 43.9 mn .",it generated an operating loss of eur  mn  down from a profit of eur  mn
neutral,"The highest growth would be in China , while weakening demand would continue in North America , UPM said .",the highest growth would be in china  while weakening demand would continue in north america  upm said
negative,"UPM said the move will lower net profit by  x20ac 385 million US$ 520 million in the second quarter , mainly due to impairment charges .",upm said the move will lower net profit by  xac  million us  million in the second quarter  mainly due to impairment charges
neutral,"Marubeni has participated in GHG - Green House Gas - emission reduction projects overseas , obtained emissions credit from its projects and has provided these to Japanese clients .",marubeni has participated in ghg  green house gas  emission reduction projects overseas  obtained emissions credit from its projects and has provided these to japanese clients
positive,"The two companies will also partner in further developing Raiso 's cholesterol lowering brand , Benecol .",the two companies will also partner in further developing raiso s cholesterol lowering brand  benecol
neutral,"Below are consolidated , unaudited results for Amanda Capital under IFRS reporting standards .",below are consolidated  unaudited results for amanda capital under ifrs reporting standards
neutral,Below are unaudited consolidated results for Aspocomp Group under IFRS reporting standards .,below are unaudited consolidated results for aspocomp group under ifrs reporting standards
neutral,"ASPOCOMP GROUP OYJ STOCK EXCHANGE RELEASE December 15 , 2006 at 4:50 PM According to the disclosure received today by Aspocomp Group Oyj , the share of Henrik Nyberg in Aspocomp Group Oyj 's share capital and votes has decreased below 5 percent .",aspocomp group oyj stock exchange release december    at  pm according to the disclosure received today by aspocomp group oyj  the share of henrik nyberg in aspocomp group oyj s share capital and votes has decreased below  percent
neutral,Sales fell abroad but increased in Finland .,sales fell abroad but increased in finland
negative,"Since the association 's data do not cover sales figures from about 100 small local breweries and sales of imported beer products , the actual market shares of its members are smaller than those given in the report .",since the association s data do not cover sales figures from about  small local breweries and sales of imported beer products  the actual market shares of its members are smaller than those given in the report
neutral,Total two offers were received by Contracting Authority for participating in this contract ; however the contract was allotted to Affecto Finland Oy .,total two offers were received by contracting authority for participating in this contract  however the contract was allotted to affecto finland oy
negative,"At 1.33 pm , the OMX Helsinki 25 was 0.30 pct lower at 2,463.67 and the OMX Helsinki was down 0.37 pct at 8,537.42 on volume of 256 mln eur .",at  pm  the omx helsinki  was  pct lower at  and the omx helsinki was down  pct at  on volume of  mln eur
negative,"At 12.01 pm , the OMX Helsinki 25 was down 0.66 pct to 3,143.57 and the OMX Helsinki was 0.67 pct lower at 10,530.74 on 253 mln eur turnover .",at  pm  the omx helsinki  was down  pct to  and the omx helsinki was  pct lower at  on  mln eur turnover
neutral,"Compared with the FTSE 100 index , which fell 35.2 points ( or 0.6 % ) on the day , this was a relative price change of 0.6 % .",compared with the ftse  index  which fell  points  or    on the day  this was a relative price change of
neutral,Elcoteq SE is Europe 's largest contract electronics maker and has set up a unit in Bangalore in association with Avista Advisory of Mumbai .,elcoteq se is europe s largest contract electronics maker and has set up a unit in bangalore in association with avista advisory of mumbai
negative,HELSINKI ( AFX ) - KCI Konecranes said that Franklin Resources Inc 's share of voting rights in the Finnish cranes company fell last week to 4.65 pct from more than 9 pct in October 2005 .,helsinki  afx   kci konecranes said that franklin resources inc s share of voting rights in the finnish cranes company fell last week to  pct from more than  pct in october
negative,"In January-August 2009 , imports by sea in container , lorry , and trailer units fell by 27.7 % and exports by 28.6 % from the corresponding period in 2008 .",in januaryaugust   imports by sea in container  lorry  and trailer units fell by   and exports by   from the corresponding period in
neutral,Liora 's got a brand-new bag .,liora s got a brandnew bag
negative,The airline 's share price closed down slightly at (  x20ac ) 12.51 ( $ 15US .74 ) in Helsinki .,the airline s share price closed down slightly at   xac     us   in helsinki
negative,"The OMX Helsinki 25 ended 0.47 pct lower at 3,150.55 and the OMX Helsinki was down 0.21 pct at 10,736.42 on 1.523 bln eur turnover .",the omx helsinki  ended  pct lower at  and the omx helsinki was down  pct at  on  bln eur turnover
neutral,"The podcast , sees Harple provide the low-down on GyPSii 's platform , which takes someone 's location and demographic information to produce a contextual index of the world around them .",the podcast  sees harple provide the lowdown on gypsii s platform  which takes someone s location and demographic information to produce a contextual index of the world around them
negative,"When this information was released on 5 September 2008 , Nokia 's American Depositary shares fell by 8 % .",when this information was released on  september   nokia s american depositary shares fell by
neutral,"- Among other Finnish shares traded in the US , Stora Enso closed 0.33 pct lower at 12.11 eur , UPM-Kymmene was up 0.28 pct at 18.10 eur , and Metso was down 0.13 pct at 31.06 eur .",among other finnish shares traded in the us  stora enso closed  pct lower at  eur  upmkymmene was up  pct at  eur  and metso was down  pct at  eur
negative,"Finnish construction company YIT is reducing the number of start-ups of market-financed residential units in 2007 to about 2,300 from the previously announced 2,700 .",finnish construction company yit is reducing the number of startups of marketfinanced residential units in  to about  from the previously announced
negative,"At 10.33 am , Huhtamaki was the market 's biggest faller , 8.69 pct lower at 11.35 eur , while the OMX Helsinki 25 was 0.32 pct higher at 3,332.41 , and the OMX Helsinki was up 0.47 pct at 11,687.32 .",at  am  huhtamaki was the market s biggest faller   pct lower at  eur  while the omx helsinki  was  pct higher at   and the omx helsinki was up  pct at
negative,"At 12.59 pm , the OMX Helsinki 25 index was 0.32 pct lower at 2,694.81 .",at  pm  the omx helsinki  index was  pct lower at
negative,"At the close , the OMX Helsinki 25 was 0.01 pct lower at 3,067.64 points and the OMX Helsinki was down 0.05 pct at 10,321.46 points on over 1.343 bln eur of turnover .",at the close  the omx helsinki  was  pct lower at  points and the omx helsinki was down  pct at  points on over  bln eur of turnover
neutral,"Body The credit falls due February 24 , 2014 .",body the credit falls due february
negative,"Capacity will ease at its Seikku sawmill in Pori and Alholma sawmill in Pietarsaari and result in 60 people being laid off for around six weeks starting mid-May , it said .",capacity will ease at its seikku sawmill in pori and alholma sawmill in pietarsaari and result in  people being laid off for around six weeks starting midmay  it said
neutral,"However , two of the previously ordered sets will start producing electricity at the end of October 2010 , it said .",however  two of the previously ordered sets will start producing electricity at the end of october   it said
neutral,"Sales in local currencies decreased by 0.5 percent while the number of subscribers rose by 12.7 million to a total of 147.6 million at the end of fourth quarter , the company said .",sales in local currencies decreased by  percent while the number of subscribers rose by  million to a total of  million at the end of fourth quarter  the company said
negative,The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR 93.9 million USD 137.3 m as given in the interim report on August 5 .,the company confirmed its estimate for lower revenue for the whole  than the yearago eur  million usd  m as given in the interim report on august
negative,The company expects its net sales for the whole 2009 to remain below the 2008 level .,the company expects its net sales for the whole  to remain below the  level
negative,The measures result from decreased demand in technical design and product information .,the measures result from decreased demand in technical design and product information
negative,"The OMX Nordic 40 OMXN40 index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed down 0.87 % at 1,064.14 points on Thursday .",the omx nordic  omxn index  comprising the  most traded nordic stocks on the nasdaq omx exchange  closed down   at  points on thursday
negative,The repurchases shall decrease the distributable capital and reserves .,the repurchases shall decrease the distributable capital and reserves
negative,- Net sales for the period are expected to fall well below that of last year and the result after non-recurring items is expected to be in the red .,net sales for the period are expected to fall well below that of last year and the result after nonrecurring items is expected to be in the red
negative,"In Finland , the Bank of +_land reports its operating profit fell to EUR 6.1 mn in the second quarter of 2008 from EUR 7.5 mn in the second quarter of 2007 .",in finland  the bank of land reports its operating profit fell to eur  mn in the second quarter of  from eur  mn in the second quarter of
negative,"Budapest , August 10 MTI - Finnish electronics maker Elcoteq will lay off 700 workers at its plants in Pecs S Hungary at the end of September because of falling orders , communications director for Elcoteq 's local unit , Zoltan Krippl told MTI on Monday .",budapest  august  mti  finnish electronics maker elcoteq will lay off  workers at its plants in pecs s hungary at the end of september because of falling orders  communications director for elcoteq s local unit  zoltan krippl told mti on monday
negative,Earnings per share EPS in 2005 decreased to EUR0 .66 from EUR1 .15 in 2004 .,earnings per share eps in  decreased to eur  from eur  in
negative,"Finnair 's Tallinn-based subsidiary , Aero AS , carried 23,335 passengers , a decline of 60.8 % , on routes between Helsinki and the Baltic capitals and within Southern Finland .",finnair s tallinnbased subsidiary  aero as  carried  passengers  a decline of    on routes between helsinki and the baltic capitals and within southern finland
negative,"HELSINKI AFX - Kesko Corp is expected to report a lower second quarter EPS today due to tax charges , but other earnings lines are seen higher year-on-year , analysts said .",helsinki afx  kesko corp is expected to report a lower second quarter eps today due to tax charges  but other earnings lines are seen higher yearonyear  analysts said
negative,"In Q1 of 2009 , Bank of +_land 's net interest income weakened by 10 % to EUR 9.1 mn .",in q of   bank of land s net interest income weakened by   to eur  mn
negative,"ADPnews - Aug 3 , 2009 - Finnish media group Ilkka-Yhtyma Oyj HEL : ILK2S said today its net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009 .",adpnews  aug     finnish media group ilkkayhtyma oyj hel  ilks said today its net profit fell   on the year to eur  million usd  m in the first half of
negative,Operating profit for 2009 lower than outlook published earlier .,operating profit for  lower than outlook published earlier
negative,Operating profit for continuing operations fell to EUR 48.3 mn from EUR 72.4 mn in the first half of 2007 .,operating profit for continuing operations fell to eur  mn from eur  mn in the first half of
negative,"Revenue for the quarter totaled 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008 .",revenue for the quarter totaled  billion  down  percent from  billion in the fourth quarter in
negative,"Sampo Bank 's market share of lending was 13.6 % , down from 14.4 % in the first quarter of 2008 .",sampo bank s market share of lending was    down from   in the first quarter of
negative,Sanoma News ' advertising sales decreased by 22 % during the year .,sanoma news  advertising sales decreased by   during the year
negative,"26 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj ( HEL : LAT1V ) , or L&T , said today its net profit declined to EUR20 .9 m for the first nine months of 2010 from EUR27 .6 m for the same period a year earlier .",october   finnish environmental management company lassila  tikanoja oyj  hel  latv   or lt  said today its net profit declined to eur  m for the first nine months of  from eur  m for the same period a year earlier
negative,Finnish Bank of +_land reports its operating profit fell to EUR 4.9 mn in the third quarter of 2007 from EUR 5.6 mn in the third quarter of 2006 .,finnish bank of land reports its operating profit fell to eur  mn in the third quarter of  from eur  mn in the third quarter of
negative,"Finnish Bank of +_land reports operating profit of EUR 2.2 mn in the first quarter of 2010 , down from EUR 6.3 mn in the corresponding period in 2009 .",finnish bank of land reports operating profit of eur  mn in the first quarter of   down from eur  mn in the corresponding period in
negative,"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 mn in 2006 , down from EUR 321.6 mn in 2005 .",finnish electronics contract manufacturer scanfil reports net sales of eur  mn in   down from eur  mn in
negative,"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in the second quarter of 2007 , down from EUR 62.4 mn a year earlier .",finnish electronics contract manufacturer scanfil reports net sales of eur  mn in the second quarter of   down from eur  mn a year earlier
negative,"Finnish Exel Composites , a technology company that designs , manufactures , and markets composite profiles and tubes for various industrial applications , reports its net sales decreased by 0.6 % in the second quarter of 2010 to EUR 19.2 mn from EUR 19.3 mn in the corresponding period in 2009 .",finnish exel composites  a technology company that designs  manufactures  and markets composite profiles and tubes for various industrial applications  reports its net sales decreased by   in the second quarter of  to eur  mn from eur  mn in the corresponding period in
negative,"Finnish GeoSentric 's net sales decreased to EUR 939,000 in January-March 2009 .",finnish geosentric s net sales decreased to eur  in januarymarch
negative,"Finnish Kemira 's net sales EUR decreased to EUR 1,259.6 mn in January-June 2009 from EUR 1,425.1 mn in January-June 2008 .",finnish kemira s net sales eur decreased to eur  mn in januaryjune  from eur  mn in januaryjune
negative,"Finnish plumbing and heating systems supplier Uponor 's net sales from continuing operations decreased by 9.4 % in 2008 to EUR 949.2 mn from EUR 1,047.4 mn in 2007 .",finnish plumbing and heating systems supplier uponor s net sales from continuing operations decreased by   in  to eur  mn from eur  mn in
negative,"Finnish plumbing and heating systems supplier Uponor 's net sales in continuing business operations decreased to EUR 249.1 mn in July-September 2008 , compared to EUR 262.1 mn in the third quarter of 2007 .",finnish plumbing and heating systems supplier uponor s net sales in continuing business operations decreased to eur  mn in julyseptember   compared to eur  mn in the third quarter of
negative,"Finnish Scanfil , a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of EUR 108.7 mn in the first half of 2008 , down from EUR 111.1 mn a year earlier .",finnish scanfil  a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of eur  mn in the first half of   down from eur  mn a year earlier
negative,"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports its net sales totalled EUR 94.7 mn in the first half of 2010 , down from EUR 99.5 mn in the first half of 2009 .",finnish scanfil  a systems supplier and contract manufacturer to the communications sector and the electronics industry  reports its net sales totalled eur  mn in the first half of   down from eur  mn in the first half of
negative,"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports net sales of EUR 49.6 mn in the first quarter of 2009 , which are only a per cent smaller than in the corresponding period in 2008 .",finnish scanfil  a systems supplier and contract manufacturer to the communications sector and the electronics industry  reports net sales of eur  mn in the first quarter of   which are only a per cent smaller than in the corresponding period in
negative,"Finnish shipping company Finnlines , of the Grimaldi Group , reports its net sales decreased to EUR 241.8 mn in January-June 2009 from EUR 384.0 mn in the corresponding period in 2008 .",finnish shipping company finnlines  of the grimaldi group  reports its net sales decreased to eur  mn in januaryjune  from eur  mn in the corresponding period in
negative,"Cargo traffic fell 1 % year-on-year to 8,561 tonnes in September 2009 .",cargo traffic fell   yearonyear to  tonnes in september
negative,"Cash flow after investments amounted to EUR45m , down from EUR46m .",cash flow after investments amounted to eurm  down from eurm
negative,"Coca-Cola was the market leader of manufacturers with a market share of 36.9 % , down 2.2 % from the corresponding period in 2004-2005 .",cocacola was the market leader of manufacturers with a market share of    down   from the corresponding period in
negative,Comparable operating profit decreased to EUR 13.8 mn from EUR 17.1 mn in the corresponding period in 2005 .,comparable operating profit decreased to eur  mn from eur  mn in the corresponding period in
negative,Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .,consolidated operating profit from continuing operations decreased by   to eur  mn from eur  mn in
negative,Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,consolidated pretax profit decreased by   to eur  mn from eur  mn in
negative,Device volume in the area decreased by 21 % to 2.7 mn units .,device volume in the area decreased by   to  mn units
negative,Diluted earnings per share ( EPS ) declined to EUR 0.78 from EUR 1.76 .,diluted earnings per share  eps  declined to eur  from eur
negative,Diluted earnings per share ( EPS ) fell to EUR 0.63 from EUR 1.71 .,diluted earnings per share  eps  fell to eur  from eur
negative,down to EUR5 .9 m H1 '09 3 August 2009 - Finnish media group Ilkka-Yhtyma Oyj ( HEL : ILK2S ) said today its net profit fell 45 % on the year to EUR5 .9 m in the first half of 2009 .,down to eur  m h   august   finnish media group ilkkayhtyma oyj  hel  ilks  said today its net profit fell   on the year to eur  m in the first half of
negative,"Earnings per share ( EPS ) amounted to EUR1 .37 , down from EUR2 .30 .",earnings per share  eps  amounted to eur   down from eur
negative,Earnings per share ( EPS ) in 2005 decreased to EUR1 .87 from EUR1 .89 in 2003 .,earnings per share  eps  in  decreased to eur  from eur  in
negative,"Earnings per share ( EPS ) in the first half of 2007 amounted to EUR0 .29 , down from EUR0 .40 year ago .",earnings per share  eps  in the first half of  amounted to eur   down from eur  year ago
negative,Finnair 's total traffic decreased by 8.7 % in terms of revenue passenger kilometres .,finnair s total traffic decreased by   in terms of revenue passenger kilometres
negative,Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .,finnish business software group affectogenimap oyj said its net profit halved to  mln euro    mln  in the first nine months of  from  mln euro    mln  in the same period of
negative,"Finnish financial software solutions developer BasWare Oyj said its net profit fell to 884,000 euro ( $ 1.2 mln ) for the first quarter of 2007 from 2.0 mln euro ( $ 2.7 mln ) a year earlier .",finnish financial software solutions developer basware oyj said its net profit fell to  euro    mln  for the first quarter of  from  mln euro    mln  a year earlier
negative,Finnish glass technology company Glaston Oyj Abp net profit decreased to 2.6 mln euro ( $ 3.8 mln ) for the first nine months of 2007 from 7.8 mln euro ( $ 11.4 mln ) for the same period of 2006 .,finnish glass technology company glaston oyj abp net profit decreased to  mln euro    mln  for the first nine months of  from  mln euro    mln  for the same period of
negative,"Finnish management software solutions provider Ixonos Oyj net profit decreased to 369,000 euro ( $ 575,000 ) for the first quarter of 2008 from 669,000 euro ( $ 1.0 mln ) for the same period of 2007 .",finnish management software solutions provider ixonos oyj net profit decreased to  euro     for the first quarter of  from  euro    mln  for the same period of
negative,Finnish media company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007 .,finnish media company talentum oyj s net profit decreased to  mln euro    mln  for the first quarter of  from  mln euro    mln  for the same period of
negative,Finnish metal products company Componenta Oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007 .,finnish metal products company componenta oyj net profit went slightly down to  mln euro    mln  for the first half of  from  mln euro    mln  for the same period of
negative,"In a separate announcement to the Helsinki stock exchange , Atria revealed that the company 's third quarter profits declined from EUR13 .9 m in the third quarter of last year to EUR12 .7 m in this year 's Q3 .",in a separate announcement to the helsinki stock exchange  atria revealed that the company s third quarter profits declined from eur  m in the third quarter of last year to eur  m in this year s q
negative,"In the fourth quarter of 2008 , net sales decreased to EUR 121.4 mn from EUR 165.5 mn in the fourth quarter of 2007 .",in the fourth quarter of   net sales decreased to eur  mn from eur  mn in the fourth quarter of
negative,"Insurer Axa ( PAR : CS ) slid by 5.35 % to EUR 14.15 , after Citigroup and ING slashed their targets on the stock .",insurer axa  par  cs  slid by   to eur   after citigroup and ing slashed their targets on the stock
negative,"( ADP News ) - Feb 11 , 2009 - Finnish wood products technology supplier Raute Oyj ( HEL : RUTAV ) said today its net profit decreased to EUR 4.7 million ( USD 6.1 m ) for 2008 from EUR 6.6 million for 2007 .",adp news   feb     finnish wood products technology supplier raute oyj  hel  rutav  said today its net profit decreased to eur  million  usd  m  for  from eur  million for
negative,"( ADP News ) - Feb 12 , 2009 - Finnish construction company Lemminkainen Oyj ( HEL : LEM1S ) said today its net profit decreased to EUR 63.5 million ( USD 81.1 m ) for 2008 from EUR 80.6 million for 2007 .",adp news   feb     finnish construction company lemminkainen oyj  hel  lems  said today its net profit decreased to eur  million  usd  m  for  from eur  million for
negative,"( ADP News ) - Feb 4 , 2009 - Finnish broadband data communication systems and solutions company Teleste Oyj ( HEL : TLT1V ) said today its net profit decreased to EUR 5.5 million ( USD 7.2 m ) for 2008 from EUR 9.4 million for 200",adp news   feb     finnish broadband data communication systems and solutions company teleste oyj  hel  tltv  said today its net profit decreased to eur  million  usd  m  for  from eur  million for
negative,"( ADP News ) - Jan 22 , 2009 - Finnish mobile phones maker Nokia Oyj ( OMX : NOK1V ) said today its operating profit decreased to EUR 5 billion ( USD 6.5 bn ) for 2008 from EUR 8 billion for 2007 .",adp news   jan     finnish mobile phones maker nokia oyj  omx  nokv  said today its operating profit decreased to eur  billion  usd  bn  for  from eur  billion for
negative,"( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit declined to EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the correspond",adpnews   may     finnish cutlery and hand tools maker fiskars oyj abp  hel  fisas  said today its net profit declined to eur  million  usd m  in the first quarter of  from eur  million in the correspond
negative,"( ADPnews ) - Oct 21 , 2009 - Finland-based IT consultancy Tieto Oyj ( HEL : TIE1V ) said today its net profit plunged to EUR 29.4 million ( USD 43.9 m ) for the first nine months of 2009 from EUR 58.7 million for the same period o",adpnews   oct     finlandbased it consultancy tieto oyj  hel  tiev  said today its net profit plunged to eur  million  usd  m  for the first nine months of  from eur  million for the same period o
negative,Market share decreased on the route between Helsinki in Finland and Tallinn in Estonia by 0.1 percentage points to 24.8 % .,market share decreased on the route between helsinki in finland and tallinn in estonia by  percentage points to
negative,Net profit fell by almost half to +â 5.5 million from +â 9.4 million at the end of 2007 .,net profit fell by almost half to   million from   million at the end of
negative,"Net profit in the three months through March 31 fell to (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier , the Finnish company said .",net profit in the three months through march  fell to   xac   million  us  million  from   xac   million a year earlier  the finnish company said
negative,Net sales decreased to EUR 220.5 mn from EUR 470.0 mn in the corresponding period in 2009 .,net sales decreased to eur  mn from eur  mn in the corresponding period in
negative,Net sales decreased to EUR 91.6 mn from EUR 109mn in the corresponding period in 2005 .,net sales decreased to eur  mn from eur mn in the corresponding period in
negative,Net sales fell by 33 % from the third quarter of 2008 to EUR 130.5 mn .,net sales fell by   from the third quarter of  to eur  mn
negative,Net sales fell by 5 % from the previous accounting period .,net sales fell by   from the previous accounting period
negative,"Net sales of Kyro 's main business area , Glaston Technologies , a manufacturer of glass processing machines , decreased to EUR 161.5 mn from EUR 164.1 mn in January-September 2005 .",net sales of kyro s main business area  glaston technologies  a manufacturer of glass processing machines  decreased to eur  mn from eur  mn in januaryseptember
negative,Operating profit decreased to EUR 16mn from EUR 21.1 mn in 2008 .,operating profit decreased to eur mn from eur  mn in
negative,Operating profit fell from EUR 7.9 mn in the second quarter of 2005 to EUR 5.1 mn in the second quarter of 2006 .,operating profit fell from eur  mn in the second quarter of  to eur  mn in the second quarter of
negative,Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 .,operating profit fell to eur  mn from eur  mn in
negative,Operating profit fell to EUR 23.26 mn from EUR 32.86 mn .,operating profit fell to eur  mn from eur  mn
negative,Operating profit fell to EUR 38.1 mn from EUR 55.3 mn in 2007 .,operating profit fell to eur  mn from eur  mn in
negative,Operating profit fell to EUR 6.2 mn from EUR 8.5 mn in the third quarter of 2007 .,operating profit fell to eur  mn from eur  mn in the third quarter of
negative,Orion 's net profit for the third quarter of 2007 decreased to 36.5 mln euro ( $ 52.1 mln ) from 40.3 mln euro ( $ 57.5 mln ) a year earlier .,orion s net profit for the third quarter of  decreased to  mln euro    mln  from  mln euro    mln  a year earlier
negative,Pretax profit decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn .,pretax profit decreased by   to eur  mn from eur  mn
negative,Pretax profit decreased to EUR 33.8 mn from EUR 40.8 mn in the fourth quarter of 2005 .,pretax profit decreased to eur  mn from eur  mn in the fourth quarter of
negative,"Pretax profit totaled EUR 9.0 mn , down from EUR 36.3 mn in 2007 .",pretax profit totaled eur  mn  down from eur  mn in
negative,Prices and delivery volumes of broadband products decreased significantly in 2005 .,prices and delivery volumes of broadband products decreased significantly in
negative,Profit for the period fell to EUR 1.6 mn from EUR 7.5 mn in January-September 2008 .,profit for the period fell to eur  mn from eur  mn in januaryseptember
negative,"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .",profit for the period totalled eur  mn  down from eur  mn in the corresponding period in
negative,"Profit for the period totalled EUR 1.1 mn , down from EUR 1.6 mn in the third quarter of 2008 .",profit for the period totalled eur  mn  down from eur  mn in the third quarter of
negative,Revenue in the quarter fell 8 percent to ( EURO ) 2.4 billion compared to a year earlier .,revenue in the quarter fell  percent to  euro   billion compared to a year earlier
negative,SRV lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales .,srv lowered its net sales estimate for the whole of  due to uncertainties in housing sales
negative,Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007 .,stora enso oyj said its secondquarter result would fall by half compared with the same period in
negative,Subscription sales decreased slightly .,subscription sales decreased slightly
negative,The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009 .,the company confirmed its estimate for lower revenue for the whole  than the yearago eur  m as given in the interim report on  august
negative,The company said that the fall in turnover had been planned .,the company said that the fall in turnover had been planned
negative,The Department Store Division 's sales fell by 8.6 % to EUR 140.2 mn .,the department store division s sales fell by   to eur  mn
negative,The fair value of the company 's investment properties went down to EUR 2.768 billion at the end of 2009 from EUR 2.916 billion a year earlier .,the fair value of the company s investment properties went down to eur  billion at the end of  from eur  billion a year earlier
negative,The fair value of the company 's investment properties went down to EUR2 .769 bn at the end of September 2009 from EUR2 .878 bn a year earlier .,the fair value of the company s investment properties went down to eur  bn at the end of september  from eur  bn a year earlier
negative,The Group 's order portfolio decreased from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008 .,the group s order portfolio decreased from eur  mn in  to eur  mn in
negative,The net sales decreased to EUR 49.8 million from EUR 59.9 million .,the net sales decreased to eur  million from eur  million
negative,The sales of the Tiimari segment fell by 4.0 % year-on-year to EUR3 .3 m in June 2010 .,the sales of the tiimari segment fell by   yearonyear to eur  m in june
negative,"Finnish electronics contract manufacturer Scanfil had net sales of EUR 52.2 mn in the first quarter of 2007 , down from EUR 60.1 mn a year before .",finnish electronics contract manufacturer scanfil had net sales of eur  mn in the first quarter of   down from eur  mn a year before
negative,"Alma Media 's operating profit amounted to EUR 11.9 mn , down from EUR 15.0 mn a year earlier .",alma media s operating profit amounted to eur  mn  down from eur  mn a year earlier
negative,"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .",commission income decreased to eur  mn  compared to eur  mn in the third quarter of
negative,Commission income fell to EUR 4.6 mn from EUR 5.1 mn in the corresponding period in 2007 .,commission income fell to eur  mn from eur  mn in the corresponding period in
negative,Export declined by 6 percent to 16.4 million liters .,export declined by  percent to  million liters
negative,"Exports of goods fell by 59 % , and imports by 16.7 % .",exports of goods fell by    and imports by
negative,Finnish developer and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki : SAL1V on Wednesday 19 November lowered its full-year net sales estimate .,finnish developer and manufacturer of mobile phone chargers salcomp plc omx helsinki  salv on wednesday  november lowered its fullyear net sales estimate
negative,Finnish investment group Norvestia Oyj said its net profit fell to 23.5 mln euro $ 30.6 mln in 2006 from 33.5 mln euro $ 43.6 mln in 2005 .,finnish investment group norvestia oyj said its net profit fell to  mln euro   mln in  from  mln euro   mln in
negative,"Group EBIT for the first half was EUR13 .6 m US$ 17.8 m , falling short of the EUR22 .5 m it posted for the same period of 2009 .",group ebit for the first half was eur  m us  m  falling short of the eur  m it posted for the same period of
negative,"However , its market share shrank to 47.59 per cent from 48 per cent a year earlier .",however  its market share shrank to  per cent from  per cent a year earlier
